Date,Open,High,Low,Close,Adj Close,Volume
1980-03-17,0.0,8.61111068725586,8.277777671813965,8.38888931274414,1.1497676372528076,5850
1980-03-18,0.0,8.38888931274414,8.222222328186035,8.333333015441895,1.142153263092041,5175
1980-03-19,0.0,8.333333015441895,8.277777671813965,8.333333015441895,1.142153263092041,2250
1980-03-20,0.0,8.444443702697754,8.38888931274414,8.444443702697754,1.1573820114135742,4050
1980-03-21,0.0,8.444443702697754,8.333333015441895,8.444443702697754,1.1573820114135742,2475
1980-03-24,0.0,8.333333015441895,8.0,8.0,1.0964672565460205,8550
1980-03-25,0.0,7.888888835906982,7.3333330154418945,7.888888835906982,1.0812386274337769,18675
1980-03-26,0.0,8.0,7.888888835906982,7.888888835906982,1.0812386274337769,7425
1980-03-27,0.0,7.777778148651123,7.388888835906982,7.555555820465088,1.0355526208877563,18225
1980-03-28,0.0,7.6666669845581055,7.555555820465088,7.6666669845581055,1.0507813692092896,6525
1980-03-31,0.0,8.0,7.611111164093018,8.0,1.0964672565460205,6975
1980-04-01,0.0,7.944444179534912,7.6666669845581055,7.944444179534912,1.0888526439666748,9225
1980-04-02,0.0,8.055556297302246,7.944444179534912,7.944444179534912,1.0888526439666748,1800
1980-04-03,0.0,8.0,7.888888835906982,8.0,1.0964672565460205,2025
1980-04-07,0.0,7.888888835906982,7.8333330154418945,7.888888835906982,1.0812386274337769,1800
1980-04-08,0.0,7.944444179534912,7.777778148651123,7.888888835906982,1.0812386274337769,7425
1980-04-09,0.0,8.0,7.888888835906982,8.0,1.0964672565460205,1575
1980-04-10,0.0,8.11111068725586,8.0,8.11111068725586,1.1116958856582642,3375
1980-04-11,0.0,8.277777671813965,8.166666984558105,8.277777671813965,1.134539008140564,3150
1980-04-14,0.0,8.38888931274414,8.38888931274414,8.38888931274414,1.1497676372528076,675
1980-04-15,0.0,8.333333015441895,8.222222328186035,8.277777671813965,1.134539008140564,2925
1980-04-16,0.0,8.166666984558105,8.166666984558105,8.166666984558105,1.1193101406097412,1800
1980-04-17,0.0,8.055556297302246,7.888888835906982,8.055556297302246,1.104081392288208,5400
1980-04-18,0.0,8.11111068725586,8.055556297302246,8.055556297302246,1.104081392288208,6300
1980-04-21,0.0,8.166666984558105,8.055556297302246,8.055556297302246,1.104081392288208,6075
1980-04-22,0.0,8.444443702697754,8.055556297302246,8.444443702697754,1.1573820114135742,4950
1980-04-23,0.0,8.777777671813965,8.555556297302246,8.555556297302246,1.172611117362976,12150
1980-04-24,0.0,8.722222328186035,8.666666984558105,8.666666984558105,1.187839388847351,1350
1980-04-25,0.0,8.61111068725586,8.333333015441895,8.555556297302246,1.172611117362976,4275
1980-04-28,0.0,8.555556297302246,8.333333015441895,8.5,1.16499662399292,3375
1980-04-29,0.0,8.555556297302246,8.555556297302246,8.555556297302246,1.172611117362976,2700
1980-04-30,0.0,8.444443702697754,8.333333015441895,8.444443702697754,1.1573820114135742,1800
1980-05-01,0.0,8.444443702697754,8.277777671813965,8.444443702697754,1.1573820114135742,7875
1980-05-02,0.0,8.444443702697754,8.333333015441895,8.444443702697754,1.1573820114135742,1125
1980-05-05,0.0,8.61111068725586,8.444443702697754,8.61111068725586,1.180224895477295,11700
1980-05-06,0.0,8.666666984558105,8.5,8.666666984558105,1.187839388847351,6525
